time,CHD_L01,CHD_L06,CHD_L11,CHD_L13
34422.50,-18.1888,-47.3792,-47.3792,-45.7460
34423.50,-18.1894,-47.4008,-47.4008,-45.7701
34424.50,-18.1897,-47.3996,-47.3996,-45.7972
34425.50,-18.1903,-47.3816,-47.3816,-45.8106
34426.50,-18.1909,-47.3191,-47.3191,-45.8173
34427.50,-18.1915,-47.2350,-47.2350,-45.8399
34428.50,-18.1918,-47.3136,-47.3136,-45.8554
34429.50,-18.1925,-47.4264,-47.4264,-45.8698
34430.50,-18.1931,-47.5041,-47.5041,-45.8807
34431.50,-18.1934,-47.5358,-47.5358,-45.8932
34432.50,-18.1940,-47.4599,-47.4599,-45.9152
34433.50,-18.1946,-47.4035,-47.4035,-45.9347
34434.50,-18.1952,-47.3862,-47.3862,-45.9414
34435.50,-18.1955,-47.2999,-47.2999,-45.9579
34436.50,-18.1961,-47.3109,-47.3109,-45.9777
34437.50,-18.1967,-47.3627,-47.3627,-45.9880
34438.50,-18.1973,-47.3691,-47.3691,-46.0021
34439.50,-18.1976,-47.3648,-47.3648,-46.0057
34440.50,-18.1982,-47.3057,-47.3057,-46.0057
34441.50,-18.1989,-47.2057,-47.2057,-46.0109
34442.50,-18.1992,-47.1643,-47.1643,-46.0103
34443.50,-18.1998,-47.1938,-47.1938,-45.9966
34444.50,-18.2004,-47.1454,-47.1454,-45.9941
34445.50,-18.2010,-47.0911,-47.0911,-45.9966
34446.50,-18.2013,-47.0948,-47.0948,-45.9926
34447.50,-18.2019,-47.1506,-47.1506,-45.9905
34448.50,-18.2025,-47.0783,-47.0783,-45.9838
34449.50,-18.2031,-47.0061,-47.0061,-45.9670
34450.50,-18.2034,-46.9585,-46.9585,-45.9600
34451.50,-18.2040,-46.8991,-46.8991,-45.9624
34452.50,-18.2047,-46.8875,-46.8875,-45.9609
34453.50,-18.2053,-46.8918,-46.8918,-45.9466
34454.50,-18.2056,-46.8866,-46.8866,-45.9417
34455.50,-18.2062,-46.8357,-46.8357,-45.9548
34456.50,-18.2068,-46.8872,-46.8872,-45.9557
34457.50,-18.2071,-46.9049,-46.9049,-45.9411
34458.50,-18.2077,-46.8890,-46.8890,-45.9332
34459.50,-18.2083,-46.7479,-46.7479,-45.9374
34460.50,-18.2089,-46.7220,-46.7220,-45.9435
34461.50,-18.2092,-46.8415,-46.8415,-45.9435
34462.50,-18.2098,-46.8323,-46.8323,-45.9374
34463.50,-18.2104,-46.8717,-46.8717,-45.9307
34464.50,-18.2111,-46.8805,-46.8805,-45.9265
34465.50,-18.2114,-46.9241,-46.9241,-45.9295
34466.50,-18.2120,-46.7891,-46.7891,-45.9451
34467.50,-18.2129,-46.7061,-46.7061,-45.9499
34468.50,-18.2135,-46.6318,-46.6318,-45.9609
34469.50,-18.2144,-46.5705,-46.5705,-45.9688
34470.50,-18.2150,-46.5281,-46.5281,-45.9615
34471.50,-18.2159,-46.4864,-46.4864,-45.9502
34472.50,-18.2165,-46.4565,-46.4565,-45.9399
34473.50,-18.2175,-46.4568,-46.4568,-45.9310
34474.50,-18.2181,-46.4724,-46.4724,-45.9152
34475.50,-18.2190,-46.4550,-46.4550,-45.9195
34476.50,-18.2196,-46.4385,-46.4385,-45.9280
34477.50,-18.2205,-46.4660,-46.4660,-45.9213
34478.50,-18.2211,-46.4736,-46.4736,-45.9073
34479.50,-18.2220,-46.4623,-46.4623,-45.9149
34480.50,-18.2226,-46.4507,-46.4507,-45.9198
34481.50,-18.2235,-46.3876,-46.3876,-45.9106
34482.50,-18.2242,-46.3023,-46.3023,-45.9149
34483.50,-18.2251,-46.1633,-46.1633,-45.9213
34484.50,-18.2257,-46.1200,-46.1200,-45.9124
34485.50,-18.2266,-46.0673,-46.0673,-45.8975
34486.50,-18.2272,-46.0520,-46.0520,-45.8920
34487.50,-18.2281,-46.0158,-46.0158,-45.8832
34488.50,-18.2287,-45.9987,-45.9987,-45.8807
34489.50,-18.2296,-45.9737,-45.9737,-45.8893
34490.50,-18.2303,-45.9277,-45.9277,-45.8795
34491.50,-18.2312,-45.9182,-45.9182,-45.8618
34492.50,-18.2318,-45.8969,-45.8969,-45.8420
34493.50,-18.2327,-45.8914,-45.8914,-45.8234
34494.50,-18.2333,-45.8384,-45.8384,-45.8180
34495.50,-18.2342,-45.8987,-45.8987,-45.8195
34496.50,-18.2348,-45.8408,-45.8408,-45.8149
34497.50,-18.2357,-45.7710,-45.7710,-45.8073
34498.50,-18.2364,-45.7469,-45.7469,-45.7981
34499.50,-18.2373,-45.7177,-45.7177,-45.7972
34500.50,-18.2379,-45.6662,-45.6662,-45.7920
34501.50,-18.2388,-45.5339,-45.5339,-45.7890
34502.50,-18.2394,-45.4696,-45.4696,-45.7786
34503.50,-18.2403,-45.4211,-45.4211,-45.7728
34504.50,-18.2409,-45.2980,-45.2980,-45.7838
34505.50,-18.2418,-45.2138,-45.2138,-45.7792
34506.50,-18.2424,-45.2443,-45.2443,-45.7558
34507.50,-18.2434,-45.2053,-45.2053,-45.7427
34508.50,-18.2440,-45.0873,-45.0873,-45.7357
34509.50,-18.2449,-44.9880,-44.9880,-45.7320
34510.50,-18.2455,-44.8749,-44.8749,-45.7299
34511.50,-18.2464,-44.7959,-44.7959,-45.7101
34512.50,-18.2470,-44.7390,-44.7390,-45.6994
34513.50,-18.2479,-44.8429,-44.8429,-45.7046
34514.50,-18.2485,-44.8115,-44.8115,-45.6811
34515.50,-18.2488,-44.7130,-44.7130,-45.6531
34516.50,-18.2492,-44.6167,-44.6167,-45.5958
34517.50,-18.2495,-44.5079,-44.5079,-45.5787
34518.50,-18.2498,-44.4247,-44.4247,-45.6043
34519.50,-18.2501,-44.3768,-44.3768,-45.6131
34520.50,-18.2504,-44.3412,-44.3412,-45.6049
34521.50,-18.2507,-44.2735,-44.2735,-45.5698
34522.50,-18.2510,-44.2275,-44.2275,-45.5573
34523.50,-18.2513,-44.1717,-44.1717,-45.5583
34524.50,-18.2516,-44.1245,-44.1245,-45.5397
34525.50,-18.2519,-44.0876,-44.0876,-45.5040
34526.50,-18.2522,-44.0605,-44.0605,-45.5110
34527.50,-18.2525,-44.0327,-44.0327,-45.4976
34528.50,-18.2528,-43.9867,-43.9867,-45.4720
34529.50,-18.2531,-43.9474,-43.9474,-45.4488
34530.50,-18.2534,-43.9160,-43.9160,-45.4181
34531.50,-18.2537,-43.8706,-43.8706,-45.3934
34532.50,-18.2540,-43.8328,-43.8328,-45.3845
34533.50,-18.2543,-43.7953,-43.7953,-45.3662
34534.50,-18.2546,-43.7724,-43.7724,-45.3571
34535.50,-18.2549,-43.7682,-43.7682,-45.3425
34536.50,-18.2552,-43.7602,-43.7602,-45.3315
34537.50,-18.2556,-43.7130,-43.7130,-45.3044
34538.50,-18.2559,-43.6691,-43.6691,-45.2766
34539.50,-18.2562,-43.6386,-43.6386,-45.2571
34540.50,-18.2565,-43.6063,-43.6063,-45.2382
34541.50,-18.2568,-43.5975,-43.5975,-45.2416
34542.50,-18.2571,-43.5871,-43.5871,-45.2434
34543.50,-18.2574,-43.5588,-43.5588,-45.2272
34544.50,-18.2577,-43.5252,-43.5252,-45.2013
34545.50,-18.2577,-43.5079,-43.5079,-45.1898
34546.50,-18.2580,-43.5048,-43.5048,-45.1898
34547.50,-18.2583,-43.4758,-43.4758,-45.1742
34548.50,-18.2586,-43.4460,-43.4460,-45.1517
34549.50,-18.2589,-43.4243,-43.4243,-45.1416
34550.50,-18.2592,-43.4064,-43.4064,-45.1352
34551.50,-18.2595,-43.3972,-43.3972,-45.1181
34552.50,-18.2598,-43.3969,-43.3969,-45.0989
34553.50,-18.2601,-43.3692,-43.3692,-45.0831
34554.50,-18.2604,-43.3244,-43.3244,-45.0358
34555.50,-18.2607,-43.3137,-43.3137,-45.0166
34556.50,-18.2610,-43.3091,-43.3091,-45.0425
34557.50,-18.2613,-43.2921,-43.2921,-45.0370
34558.50,-18.2616,-43.2405,-43.2405,-44.9898
34559.50,-18.2620,-43.2098,-43.2098,-44.9761
34560.50,-18.2623,-43.1924,-43.1924,-44.9685
34561.50,-18.2626,-43.1741,-43.1741,-44.9578
34562.50,-18.2629,-43.1671,-43.1671,-44.9691
34563.50,-18.2632,-43.1549,-43.1549,-44.9648
34564.50,-18.2635,-43.1363,-43.1363,-44.9624
34565.50,-18.2638,-43.1201,-43.1201,-44.9587
34566.50,-18.2641,-43.0805,-43.0805,-44.9124
34567.50,-18.2644,-43.0525,-43.0525,-44.8932
34568.50,-18.2647,-43.0433,-43.0433,-44.9072
34569.50,-18.2650,-43.0211,-43.0211,-44.8926
34570.50,-18.2653,-43.0092,-43.0092,-44.8953
34571.50,-18.2656,-42.9982,-42.9982,-44.8883
34572.50,-18.2659,-42.9808,-42.9808,-44.8731
34573.50,-18.2662,-42.9623,-42.9623,-44.8600
34574.50,-18.2665,-42.9406,-42.9406,-44.8401
34575.50,-18.2668,-42.9257,-42.9257,-44.8313
34576.50,-18.2674,-42.9153,-42.9153,-44.8206
34577.50,-18.2677,-42.9135,-42.9135,-44.7999
34578.50,-18.2684,-42.8900,-42.8900,-44.7847
34579.50,-18.2690,-42.8665,-42.8665,-44.7722
34580.50,-18.2693,-42.8525,-42.8525,-44.7743
34581.50,-18.2699,-42.8504,-42.8504,-44.7795
34582.50,-18.2705,-42.8489,-42.8489,-44.7737
34583.50,-18.2711,-42.8367,-42.8367,-44.7508
34584.50,-18.2714,-42.8373,-42.8373,-44.7518
34585.50,-18.2720,-42.8397,-42.8397,-44.7475
34586.50,-18.2726,-42.8300,-42.8300,-44.7249
34587.50,-18.2729,-42.8123,-42.8123,-44.7112
34588.50,-18.2735,-42.7980,-42.7980,-44.7018
34589.50,-18.2741,-42.7797,-42.7797,-44.6868
34590.50,-18.2745,-42.7669,-42.7669,-44.6777
34591.50,-18.2751,-42.7629,-42.7629,-44.6826
34592.50,-18.2757,-42.7586,-42.7586,-44.6664
34593.50,-18.2763,-42.7510,-42.7510,-44.6527
34594.50,-18.2766,-42.7385,-42.7385,-44.6503
34595.50,-18.2772,-42.7300,-42.7300,-44.6466
34596.50,-18.2778,-42.7071,-42.7071,-44.6170
34597.50,-18.2781,-42.6919,-42.6919,-44.6073
34598.50,-18.2787,-42.6870,-42.6870,-44.6118
34599.50,-18.2793,-42.6818,-42.6818,-44.6067
34600.50,-18.2796,-42.6730,-42.6730,-44.5905
34601.50,-18.2802,-42.6529,-42.6529,-44.5545
34602.50,-18.2809,-42.6523,-42.6523,-44.5561
34603.50,-18.2812,-42.6620,-42.6620,-44.5628
34604.50,-18.2818,-42.6632,-42.6632,-44.5350
34605.50,-18.2824,-42.6489,-42.6489,-44.5302
34606.50,-18.2830,-42.6325,-42.6325,-44.5244
34607.50,-18.2833,-42.6194,-42.6194,-44.5149
34608.50,-18.2839,-42.6123,-42.6123,-44.5055
34609.50,-18.2845,-42.6172,-42.6172,-44.5103
34610.50,-18.2848,-42.6133,-42.6133,-44.4963
34611.50,-18.2854,-42.6029,-42.6029,-44.4863
34612.50,-18.2860,-42.5925,-42.5925,-44.4762
34613.50,-18.2863,-42.5822,-42.5822,-44.4658
34614.50,-18.2869,-42.5715,-42.5715,-44.4558
34615.50,-18.2876,-42.5611,-42.5611,-44.4457
34616.50,-18.2879,-42.5508,-42.5508,-44.4357
34617.50,-18.2885,-42.5404,-42.5404,-44.4253
34618.50,-18.2891,-42.5316,-42.5316,-44.4153
34619.50,-18.2897,-42.5200,-42.5200,-44.4052
34620.50,-18.2900,-42.5203,-42.5203,-44.3951
34621.50,-18.2906,-42.5160,-42.5160,-44.3848
34622.50,-18.2912,-42.4953,-42.4953,-44.3747
34623.50,-18.2915,-42.4724,-42.4724,-44.3647
34624.50,-18.2921,-42.4523,-42.4523,-44.3546
34625.50,-18.2927,-42.4270,-42.4270,-44.3442
34626.50,-18.2930,-42.4212,-42.4212,-44.3342
34627.50,-18.2937,-42.4249,-42.4249,-44.3241
34628.50,-18.2943,-42.4209,-42.4209,-44.3141
34629.50,-18.2949,-42.4096,-42.4096,-44.3037
34630.50,-18.2952,-42.3993,-42.3993,-44.2936
34631.50,-18.2958,-42.3856,-42.3856,-44.2744
34632.50,-18.2964,-42.3691,-42.3691,-44.2543
34633.50,-18.2967,-42.3767,-42.3767,-44.2613
34634.50,-18.2973,-42.3658,-42.3658,-44.2674
34635.50,-18.2976,-42.3527,-42.3527,-44.2574
34636.50,-18.2979,-42.3523,-42.3523,-44.2659
34637.50,-18.2982,-42.3502,-42.3502,-44.2638
34638.50,-18.2985,-42.3566,-42.3566,-44.2488
34639.50,-18.2988,-42.3685,-42.3685,-44.2281
34640.50,-18.2991,-42.3554,-42.3554,-44.2211
34641.50,-18.2994,-42.3456,-42.3456,-44.2147
34642.50,-18.2997,-42.3469,-42.3469,-44.2104
34643.50,-18.3001,-42.3267,-42.3267,-44.1345
34644.50,-18.3004,-42.3304,-42.3304,-44.0864
34645.50,-18.3004,-42.3786,-42.3786,-44.1562
34646.50,-18.3007,-42.4267,-42.4267,-44.1784
34647.50,-18.3010,-42.4810,-42.4810,-44.1699
34648.50,-18.3013,-42.5489,-42.5489,-44.1726
34649.50,-18.3016,-42.6011,-42.6011,-44.1738
34650.50,-18.3019,-42.6681,-42.6681,-44.1684
34651.50,-18.3022,-42.7126,-42.7126,-44.1485
34652.50,-18.3025,-42.7416,-42.7416,-44.1418
34653.50,-18.3028,-42.7885,-42.7885,-44.1598
34654.50,-18.3031,-42.8254,-42.8254,-44.1519
34655.50,-18.3034,-42.8486,-42.8486,-44.1342
34656.50,-18.3043,-42.9056,-42.9056,-44.1549
34657.50,-18.3052,-42.9546,-42.9546,-44.1726
34658.50,-18.3062,-42.9909,-42.9909,-44.1601
34659.50,-18.3068,-43.0049,-43.0049,-44.1242
34660.50,-18.3077,-42.9985,-42.9985,-44.0958
34661.50,-18.3086,-42.9991,-42.9991,-44.1019
34662.50,-18.3095,-43.0314,-43.0314,-44.1172
34663.50,-18.3104,-43.0674,-43.0674,-44.1007
34664.50,-18.3113,-43.0753,-43.0753,-44.1019
34665.50,-18.3122,-43.0952,-43.0952,-44.1074
34666.50,-18.3129,-43.1256,-43.1256,-44.1156
34667.50,-18.3138,-43.1378,-43.1378,-44.1135
34668.50,-18.3147,-43.1302,-43.1302,-44.0922
34669.50,-18.3156,-43.1439,-43.1439,-44.0861
34670.50,-18.3165,-43.1869,-43.1869,-44.0861
34671.50,-18.3174,-43.2146,-43.2146,-44.0800
34672.50,-18.3183,-43.2235,-43.2235,-44.0775
34673.50,-18.3190,-43.2223,-43.2223,-43.9983
34674.50,-18.3199,-43.2369,-43.2369,-44.0193
34675.50,-18.3208,-43.2223,-43.2223,-44.0355
34676.50,-18.3217,-43.2021,-43.2021,-44.0535
34677.50,-18.3226,-43.1915,-43.1915,-44.0489
34678.50,-18.3235,-43.1951,-43.1951,-44.0699
34679.50,-18.3244,-43.1732,-43.1732,-44.0571
34680.50,-18.3250,-43.1485,-43.1485,-44.0391
34681.50,-18.3260,-43.1226,-43.1226,-44.0379
34682.50,-18.3269,-43.1067,-43.1067,-44.0452
34683.50,-18.3278,-43.0933,-43.0933,-44.0385
34684.50,-18.3281,-43.0735,-43.0735,-44.0370
34685.50,-18.3284,-43.0540,-43.0540,-44.0333
34686.50,-18.3287,-43.0400,-43.0400,-44.0272
34687.50,-18.3290,-43.0308,-43.0308,-44.0257
34688.50,-18.3293,-43.0220,-43.0220,-44.0248
34689.50,-18.3296,-43.0159,-43.0159,-44.0208
34690.50,-18.3299,-43.0037,-43.0037,-44.0166
34691.50,-18.3305,-42.9857,-42.9857,-44.0044
34692.50,-18.3308,-42.9595,-42.9595,-43.9782
34693.50,-18.3311,-42.9723,-42.9723,-43.9998
34694.50,-18.3314,-42.9623,-42.9623,-43.9961
34695.50,-18.3318,-42.9473,-42.9473,-43.9840
34696.50,-18.3321,-42.9424,-42.9424,-43.9815
34697.50,-18.3324,-42.9424,-42.9424,-43.9830
34698.50,-18.3327,-42.9562,-42.9562,-43.9867
34699.50,-18.3330,-42.9799,-42.9799,-43.9864
34700.50,-18.3333,-42.9970,-42.9970,-43.9809
34701.50,-18.3336,-43.1131,-43.1131,-43.9745
34702.50,-18.3339,-43.1930,-43.1930,-43.9675
34703.50,-18.3342,-43.2146,-43.2146,-43.9541
34704.50,-18.3345,-43.2543,-43.2543,-43.9617
34705.50,-18.3348,-43.2963,-43.2963,-43.9590
34706.50,-18.3351,-43.3042,-43.3042,-43.9568
34707.50,-18.3357,-43.3402,-43.3402,-43.9648
34708.50,-18.3360,-43.4518,-43.4518,-43.9760
34709.50,-18.3363,-43.5018,-43.5018,-43.9748
34710.50,-18.3366,-43.5353,-43.5353,-43.9736
34711.50,-18.3369,-43.6048,-43.6048,-43.9727
34712.50,-18.3372,-43.6776,-43.6776,-43.9727
34713.50,-18.3375,-43.7206,-43.7206,-43.9687
34714.50,-18.3378,-43.8221,-43.8221,-43.9791
34715.50,-18.3382,-43.8687,-43.8687,-43.9946
34716.50,-18.3385,-43.9041,-43.9041,-44.0135
34717.50,-18.3388,-43.9806,-43.9806,-44.0150
34718.50,-18.3391,-44.0062,-44.0062,-44.0175
34719.50,-18.3394,-44.0531,-44.0531,-44.0245
34720.50,-18.3397,-44.1135,-44.1135,-44.0376
34721.50,-18.3400,-44.1979,-44.1979,-44.0449
34722.50,-18.3403,-44.2753,-44.2753,-44.0452
34723.50,-18.3409,-44.3607,-44.3607,-44.0498
34724.50,-18.3412,-44.3220,-44.3220,-44.0589
34725.50,-18.3415,-44.3195,-44.3195,-44.0766
34726.50,-18.3418,-44.3293,-44.3293,-44.0952
34727.50,-18.3421,-44.3610,-44.3610,-44.1044
34728.50,-18.3424,-44.3893,-44.3893,-44.1111
34729.50,-18.3427,-44.4351,-44.4351,-44.1223
34730.50,-18.3430,-44.4570,-44.4570,-44.1415
34731.50,-18.3433,-44.4713,-44.4713,-44.1470
34732.50,-18.3436,-44.4930,-44.4930,-44.1543
34733.50,-18.3439,-44.5399,-44.5399,-44.1729
34734.50,-18.3443,-44.5424,-44.5424,-44.1876
34735.50,-18.3446,-44.5305,-44.5305,-44.1967
34736.50,-18.3452,-44.5286,-44.5286,-44.2007
34737.50,-18.3455,-44.5360,-44.5360,-44.2095
34738.50,-18.3458,-44.4918,-44.4918,-44.2174
34739.50,-18.3461,-44.5039,-44.5039,-44.2348
34740.50,-18.3464,-44.5497,-44.5497,-44.2561
34741.50,-18.3467,-44.5893,-44.5893,-44.2775
34742.50,-18.3470,-44.6335,-44.6335,-44.2900
34743.50,-18.3473,-44.6862,-44.6862,-44.2964
34744.50,-18.3476,-44.7371,-44.7371,-44.3214
34745.50,-18.3479,-44.7783,-44.7783,-44.3467
34746.50,-18.3482,-44.8853,-44.8853,-44.3470
34747.50,-18.3488,-45.0273,-45.0273,-44.3372
34748.50,-18.3491,-45.1559,-45.1559,-44.3241
34749.50,-18.3494,-45.2522,-45.2522,-44.3241
34750.50,-18.3497,-45.3217,-45.3217,-44.3296
34751.50,-18.3500,-45.3662,-45.3662,-44.3357
34752.50,-18.3503,-45.4187,-45.4187,-44.3439
34753.50,-18.3507,-45.4629,-45.4629,-44.3564
34754.50,-18.3510,-45.5058,-45.5058,-44.3686
34755.50,-18.3513,-45.5433,-45.5433,-44.3836
34756.50,-18.3516,-45.5744,-45.5744,-44.3957
34757.50,-18.3519,-45.6058,-45.6058,-44.4195
34758.50,-18.3525,-45.6375,-45.6375,-44.4512
34759.50,-18.3528,-45.6982,-45.6982,-44.4783
34760.50,-18.3531,-45.7786,-45.7786,-44.5043
34761.50,-18.3534,-45.9579,-45.9579,-44.5286
34762.50,-18.3537,-46.1121,-46.1121,-44.5561
34763.50,-18.3540,-46.1657,-46.1657,-44.5780
34764.50,-18.3543,-46.2136,-46.2136,-44.6009
34765.50,-18.3546,-46.2877,-46.2877,-44.6277
34766.50,-18.3549,-46.3611,-46.3611,-44.6594
34767.50,-18.3552,-46.3824,-46.3824,-44.6984
34768.50,-18.3555,-46.4056,-46.4056,-44.7292
34769.50,-18.3561,-46.3501,-46.3501,-44.7609
34770.50,-18.3564,-46.2648,-46.2648,-44.7883
34771.50,-18.3567,-46.2593,-46.2593,-44.8121
34772.50,-18.3571,-46.2995,-46.2995,-44.8337
34773.50,-18.3574,-46.3373,-46.3373,-44.8545
34774.50,-18.3577,-46.3035,-46.3035,-44.8770
34775.50,-18.3580,-46.3483,-46.3483,-44.9063
34776.50,-18.3583,-46.3849,-46.3849,-44.9407
34777.50,-18.3586,-46.2947,-46.2947,-44.9672
34778.50,-18.3589,-46.2471,-46.2471,-44.9883
34779.50,-18.3592,-46.2855,-46.2855,-45.0136
34780.50,-18.3598,-46.2852,-46.2852,-45.0291
34781.50,-18.3601,-46.1557,-46.1557,-45.0450
34782.50,-18.3604,-46.1880,-46.1880,-45.0605
34783.50,-18.3607,-46.0447,-46.0447,-45.0764
34784.50,-18.3610,-45.9106,-45.9106,-45.0919
34785.50,-18.3613,-45.8731,-45.8731,-45.1090
34786.50,-18.3619,-45.8804,-45.8804,-45.1132
34787.50,-18.3625,-45.8756,-45.8756,-45.1227
34788.50,-18.3631,-45.9237,-45.9237,-45.1267
34789.50,-18.3638,-46.0179,-46.0179,-45.1340
34790.50,-18.3644,-46.0743,-46.0743,-45.1437
34791.50,-18.3650,-46.1444,-46.1444,-45.1553
34792.50,-18.3656,-46.1517,-46.1517,-45.1574
34793.50,-18.3665,-46.1191,-46.1191,-45.1617
34794.50,-18.3671,-46.1078,-46.1078,-45.1797
34795.50,-18.3677,-46.0853,-46.0853,-45.1934
34796.50,-18.3683,-46.1215,-46.1215,-45.2044
34797.50,-18.3689,-46.1282,-46.1282,-45.2141
34798.50,-18.3695,-46.1331,-46.1331,-45.2144
34799.50,-18.3702,-46.1615,-46.1615,-45.2193
34800.50,-18.3708,-46.2060,-46.2060,-45.2358
34801.50,-18.3714,-46.2486,-46.2486,-45.2455
34802.50,-18.3720,-46.2121,-46.2121,-45.2556
34803.50,-18.3726,-46.2285,-46.2285,-45.2653
34804.50,-18.3732,-46.2386,-46.2386,-45.2754
34805.50,-18.3738,-46.2447,-46.2447,-45.2852
34806.50,-18.3744,-46.2861,-46.2861,-45.2967
34807.50,-18.3750,-46.3383,-46.3383,-45.3034
34808.50,-18.3756,-46.3696,-46.3696,-45.3153
34809.50,-18.3766,-46.3407,-46.3407,-45.3272
34810.50,-18.3772,-46.3657,-46.3657,-45.3382
34811.50,-18.3778,-46.3669,-46.3669,-45.3507
34812.50,-18.3784,-46.3212,-46.3212,-45.3562
34813.50,-18.3790,-46.3203,-46.3203,-45.3711
34814.50,-18.3796,-46.3328,-46.3328,-45.3824
34815.50,-18.3802,-46.1785,-46.1785,-45.3934
34816.50,-18.3808,-46.0789,-46.0789,-45.4046
34817.50,-18.3814,-46.1191,-46.1191,-45.4156
34818.50,-18.3820,-46.1447,-46.1447,-45.4190
34819.50,-18.3827,-46.1484,-46.1484,-45.4177
34820.50,-18.3833,-46.1560,-46.1560,-45.4126
34821.50,-18.3839,-46.1432,-46.1432,-45.4135
34822.50,-18.3845,-46.0880,-46.0880,-45.4281
34823.50,-18.3851,-46.0493,-46.0493,-45.4382
34824.50,-18.3857,-46.0587,-46.0587,-45.4424
34825.50,-18.3866,-46.0432,-46.0432,-45.4409
34826.50,-18.3872,-46.0362,-46.0362,-45.4528
34827.50,-18.3878,-46.0511,-46.0511,-45.4555
34828.50,-18.3884,-46.0737,-46.0737,-45.4519
34829.50,-18.3891,-46.0368,-46.0368,-45.4491
34830.50,-18.3897,-45.9868,-45.9868,-45.4665
34831.50,-18.3903,-46.0164,-46.0164,-45.4677
34832.50,-18.3909,-46.0106,-46.0106,-45.4662
34833.50,-18.3915,-45.9938,-45.9938,-45.4699
34834.50,-18.3921,-46.0011,-46.0011,-45.4729
34835.50,-18.3927,-46.0188,-46.0188,-45.4732
34836.50,-18.3933,-46.0368,-46.0368,-45.4811
34837.50,-18.3939,-45.9746,-45.9746,-45.4909
34838.50,-18.3945,-45.9813,-45.9813,-45.4903
34839.50,-18.3952,-45.9701,-45.9701,-45.4894
34840.50,-18.3958,-45.9438,-45.9438,-45.4921
34841.50,-18.3967,-45.9545,-45.9545,-45.4943
34842.50,-18.3973,-45.9856,-45.9856,-45.5031
34843.50,-18.3979,-45.9643,-45.9643,-45.5037
34844.50,-18.3985,-45.8707,-45.8707,-45.4869
34845.50,-18.3991,-45.8515,-45.8515,-45.4851
34846.50,-18.3997,-45.8478,-45.8478,-45.4964
34847.50,-18.4003,-45.8176,-45.8176,-45.4988
34848.50,-18.4009,-45.8073,-45.8073,-45.4943
34849.50,-18.4016,-45.7972,-45.7972,-45.4860
34850.50,-18.4022,-45.7573,-45.7573,-45.4857
34851.50,-18.4025,-45.6796,-45.6796,-45.4784
34852.50,-18.4031,-45.6457,-45.6457,-45.4754
34853.50,-18.4037,-45.5970,-45.5970,-45.4888
34854.50,-18.4043,-45.5260,-45.5260,-45.4857
34855.50,-18.4049,-45.4787,-45.4787,-45.4821
34856.50,-18.4055,-45.4879,-45.4879,-45.4653
34857.50,-18.4058,-45.4616,-45.4616,-45.4501
34858.50,-18.4064,-45.3885,-45.3885,-45.4534
34859.50,-18.4070,-45.3787,-45.3787,-45.4488
34860.50,-18.4076,-45.3668,-45.3668,-45.4296
34861.50,-18.4083,-45.3077,-45.3077,-45.4174
34862.50,-18.4086,-45.2766,-45.2766,-45.4120
34863.50,-18.4092,-45.2565,-45.2565,-45.3982
34864.50,-18.4098,-45.1922,-45.1922,-45.3796
34865.50,-18.4104,-45.1072,-45.1072,-45.3617
34866.50,-18.4110,-45.0751,-45.0751,-45.3565
34867.50,-18.4116,-45.0380,-45.0380,-45.3617
34868.50,-18.4119,-44.9837,-44.9837,-45.3598
34869.50,-18.4125,-44.9328,-44.9328,-45.3351
34870.50,-18.4131,-44.9029,-44.9029,-45.2970
34871.50,-18.4137,-44.8722,-44.8722,-45.2611
34872.50,-18.4144,-44.7950,-44.7950,-45.2440
34873.50,-18.4147,-44.6871,-44.6871,-45.2449
34874.50,-18.4153,-44.6094,-44.6094,-45.2080
34875.50,-18.4159,-44.5472,-44.5472,-45.2163
34876.50,-18.4165,-44.4552,-44.4552,-45.2236
34877.50,-18.4171,-44.3741,-44.3741,-45.2208
34878.50,-18.4177,-44.3272,-44.3272,-45.2163
34879.50,-18.4180,-44.2942,-44.2942,-45.2080
34880.50,-18.4186,-44.2613,-44.2613,-45.1925
34881.50,-18.4192,-44.2119,-44.2119,-45.1779
34882.50,-18.4198,-44.1720,-44.1720,-45.1568
34883.50,-18.4205,-44.1178,-44.1178,-45.1389
34884.50,-18.4208,-44.0906,-44.0906,-45.1312
34885.50,-18.4214,-44.0522,-44.0522,-45.1157
34886.50,-18.4220,-44.0141,-44.0141,-45.1001
34887.50,-18.4226,-43.9757,-43.9757,-45.0846
34888.50,-18.4232,-43.9376,-43.9376,-45.0691
34889.50,-18.4238,-43.8992,-43.8992,-45.0535
34890.50,-18.4241,-43.8608,-43.8608,-45.0383
34891.50,-18.4247,-43.8227,-43.8227,-45.0227
34892.50,-18.4253,-43.7843,-43.7843,-45.0072
34893.50,-18.4259,-43.7462,-43.7462,-44.9916
34894.50,-18.4265,-43.7078,-43.7078,-44.9761
34895.50,-18.4269,-43.6804,-43.6804,-44.9605
34896.50,-18.4275,-43.6700,-43.6700,-44.9691
34897.50,-18.4281,-43.6542,-43.6542,-44.9255
34898.50,-18.4287,-43.6072,-43.6072,-44.8914
34899.50,-18.4293,-43.5780,-43.5780,-44.8978
34900.50,-18.4299,-43.5789,-43.5789,-44.9261
34901.50,-18.4302,-43.5517,-43.5517,-44.9081
34902.50,-18.4308,-43.5094,-43.5094,-44.8731
